Title,image_url,detail_url,Object number,Artist,Date,Medium,Dimensions,Credit Line,Culture,Place of Origin,Dynasty,Materials,Department,Classifications,On View,Markings,Period,Signed,Inscribed,(not entered)
"Cup and saucer, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12241/preview,https://searchcollection.asianart.org/objects/5443/cup-and-saucer-one-of-a-pair?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=3163,B60B746,,,,H. 1 3/8 in x W. 3 3/4 in,The Avery Brundage Collection,,China,Ming dynasty (1368-1644),Gilded bronze,Chinese Art,Metal Arts,Not on view,,,,,
Ritual wine vessel (you) with lid,https://searchcollection.asianart.org/internal/media/dispatcher/55327/preview,https://searchcollection.asianart.org/objects/5445/ritual-wine-vessel-you-with-lid?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=3164,B60B769.a-.b,,approx. 1050-950 BCE,,H. 7 in x W. 6.5 in,The Avery Brundage Collection,,China,Western Zhou period (approx. 1050-771 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,"15 characters, lid and on bottom of vessel.  Can be translated:  ""The King subdued Chu and awarded XX a string of cowries [which] he used to make for XXX this sacrificial vessel.""",
Ritual vessel (hu) with lid,https://searchcollection.asianart.org/internal/media/dispatcher/53367/preview,https://searchcollection.asianart.org/objects/5446/ritual-vessel-hu-with-lid?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=3165,B60B773.a-.b,,,,"H. 10 3/4 in x W. 4 in x D. 4 in, H. 27.3 cm x W. 10.2 cm x D. 10.2 cm",The Avery Brundage Collection,,China,,Bronze with pictoral decoration,Chinese Art,Metal Arts,Not on view,,Spring and Autumn period (770-476 BCE) or Warring States period (approx. 475-221 BCE),,,
Covered four-legged incense burner,https://searchcollection.asianart.org/internal/media/dispatcher/12286/preview,https://searchcollection.asianart.org/objects/5447/covered-fourlegged-incense-burner?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=3166,B60B774.a-.c,,,,H. 6 3/4 in x W. 9 in,The Avery Brundage Collection,,China,Tang dynasty (618-907),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Ritual food vessel (xian),https://searchcollection.asianart.org/internal/media/dispatcher/12287/preview,https://searchcollection.asianart.org/objects/5448/ritual-food-vessel-xian?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=3167,B60B775.a-.c,,,,H. 7 in x W. 6 in,The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Basin,https://searchcollection.asianart.org/internal/media/dispatcher/12288/preview,https://searchcollection.asianart.org/objects/5449/basin?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3168,B60B776,,,,H. 1 5/8 in x Diam. 11 5/8 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,probably Warring States period (approx. 475-221 BCE),,,
Ritual vessel (gu),https://searchcollection.asianart.org/internal/media/dispatcher/12292/preview,https://searchcollection.asianart.org/objects/5450/ritual-vessel-gu?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3169,B60B778,,approx. 1100 BCE,,"H. 12 3/4 in x Diam. 7 in (Base), 3 3/4 in (Top)",The Avery Brundage Collection,,China,Shang dynasty (approx. 1600-1050 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
"Mask, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12293/preview,https://searchcollection.asianart.org/objects/5451/mask-one-of-a-pair?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3170,B60B779,,770-256 BCE,,"H. 8 1/4 in x W. 6 1/4 in x D. 2 1/4 in, H. 21 cm x W. 15.8 cm x D. 5.7 cm",The Avery Brundage Collection,,China,,Bronze,Chinese Art,Sculpture,On view,,Eastern Zhou period (770-256 BCE),,,
Whirlwind,https://searchcollection.asianart.org/internal/media/dispatcher/60123/preview,https://searchcollection.asianart.org/objects/5453/whirlwind?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3171,B66D20,"Liu Guosong Chinese, b. 1932",1968,,Image: H. 23 3/4 × W. 36 5/8 in. (60.3 × 93 cm) Overall: H. 27 3/4 × W. 40 5/8 in. (70.5 × 103.2 cm),The Avery Brundage Collection,,China or Taiwan,,Ink and acrylic on paper,Chinese Art,Painting,Not on view,,,,,
Fragment of a Manichaen Mandala,https://searchcollection.asianart.org/internal/media/dispatcher/69015/preview,https://searchcollection.asianart.org/objects/5454/fragment-of-a-manichaen-mandala?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3172,B67D15,,1300-1400,,Image: H. 15 5/8 in × W. 22 1/8 in (39.7 cm × 56.2 cm) Overall: H. 49 1/8 in × W. 27 1/8 in (124.8 cm × 68.9 cm),The Avery Brundage Collection,,China,,Colors on silk,Chinese Art,Painting,Not on view,,,,,
Miniature ritual wine vessel (hu),https://searchcollection.asianart.org/internal/media/dispatcher/12339/preview,https://searchcollection.asianart.org/objects/5458/miniature-ritual-wine-vessel-hu?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3173,B60B809,,approx. 300-100 BCE,,H. 3 1/2 in x W. 3 1/2 in,The Avery Brundage Collection,,China,Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Covered vessel (ding),https://searchcollection.asianart.org/internal/media/dispatcher/12345/preview,https://searchcollection.asianart.org/objects/5459/covered-vessel-ding?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3174,B60B813.a-.b,,,,H. 2 1/2 in x W. 3 in,The Avery Brundage Collection,,China,Song dynasty (960-1279) or later,Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Water container,https://searchcollection.asianart.org/internal/media/dispatcher/12354/preview,https://searchcollection.asianart.org/objects/5460/water-container?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3175,B60B822,,,,H. 3 5/8 in x W. 3 1/2 in,The Avery Brundage Collection,,China,Eastern Han period (25-220),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Coffin ring with animal mask,https://searchcollection.asianart.org/internal/media/dispatcher/12357/preview,https://searchcollection.asianart.org/objects/5461/coffin-ring-with-animal-mask?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3176,B60B824.a-.b,,,,"H. 6 in x W. 3 3/4 in, H. 15.24 cm x W. 9.53 cm",The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Gilt bronze,Chinese Art,Metal Arts,Not on view,,,,,
Pair of handles in the shape of monster masks,https://searchcollection.asianart.org/internal/media/dispatcher/12361/preview,https://searchcollection.asianart.org/objects/5462/pair-of-handles-in-the-shape-of-monster-masks?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3177,B60B827,,206 BCE-220 CE,,"H. 6 in x W. 4 5/8 in x D. 1 1/8 in, H. 15.2 cm x W. 11.7 cm x D. 2.9 cm",The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Sculpture,On view,,,,,
"Axle cap with pins, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12370/preview,https://searchcollection.asianart.org/objects/5463/axle-cap-with-pins-one-of-a-pair?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3178,B60B834.a-.b,,approx. 1050-771 BCE,,"H. 5 in x W. 4 3/4 in x D. 2 1/4 in, H. 14 cm x W. 11.4 cm x D. 5.7 cm",The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,On view,,Western Zhou period (approx. 1050-771 BCE),,,
"Axle cap with pins, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12371/preview,https://searchcollection.asianart.org/objects/5464/axle-cap-with-pins-one-of-a-pair?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=3179,B60B835.a-.b,,approx. 1050-771 BCE,,"H. 5 1/2 in x W. 4 1/2 in x D. 2 1/4 in, H. 14 cm x W. 11.4 cm x D. 5.7 cm",The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,On view,,Western Zhou period (approx. 1050-771 BCE),,,
Ritual bell (yongzhong),https://searchcollection.asianart.org/internal/media/dispatcher/12418/preview,https://searchcollection.asianart.org/objects/5465/ritual-bell-yongzhong?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3180,B60B880,,,,H. 33 in x W. 16 1/2 in,The Avery Brundage Collection,,China,,Bronze; Smooth olive green patina,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Ritual vessel (he) with lid,https://searchcollection.asianart.org/internal/media/dispatcher/12447/preview,https://searchcollection.asianart.org/objects/5466/ritual-vessel-he-with-lid?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3181,B60B907,,,,H. 8 1/4 in x W. 10 3/4 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (475-221 BCE),,,
Ritual food vessel (fu) with lid,https://searchcollection.asianart.org/internal/media/dispatcher/12461/preview,https://searchcollection.asianart.org/objects/5467/ritual-food-vessel-fu-with-lid?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3182,B60B916.a-.b,,approx. 700-500 BCE,,H. 8 1/2 in x W. 14 1/2 in x Diam. 9 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,On view,,Eastern Zhou period (770–256 BCE),,,
Incense burner,https://searchcollection.asianart.org/internal/media/dispatcher/12469/preview,https://searchcollection.asianart.org/objects/5468/incense-burner?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3183,B60B925,,,,H. 2 1/2 in x W. 6 in x Diam. 3 1/2 in,The Avery Brundage Collection,,China,prob. Ming dynasty (1368-1644),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Flat bottomed bell (bo zhong),https://searchcollection.asianart.org/internal/media/dispatcher/12475/preview,https://searchcollection.asianart.org/objects/5469/flat-bottomed-bell-bo-zhong?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3184,B60B928,,approx. 550-480 BCE,,H. 8 in x W. 5 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Spring and Autumn period (770-476 BCE),,,
Ritual wine vessel with lid (you),https://searchcollection.asianart.org/internal/media/dispatcher/12521/preview,https://searchcollection.asianart.org/objects/5470/ritual-wine-vessel-with-lid-you?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3185,B60B947,,approx. 1200-1050 BCE,,H. 6 in x W. 5 in,The Avery Brundage Collection,,China,Shang dynasty (approx. 1600-1050 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,Check for inscription,
Life in Mountain Villages,https://searchcollection.asianart.org/internal/media/dispatcher/63417/preview,https://searchcollection.asianart.org/objects/5473/life-in-mountain-villages?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3186,B69D13,Sheng Mou,approx. 1200-1350,,"H. 78 1/8 in x W. 45 3/4 in, H. 198.4 cm x W. 115.3 cm (image); H. 122 3/8 in x W. 47 3/8 in, H. 310.8 cm x W. 120.3 cm (overall)",Museum purchase,,China,Yuan dynasty (1271-1368),Ink and colors on silk,Chinese Art,Painting,Not on view,,,,,
Water vessel with animal head spout (yi),https://searchcollection.asianart.org/internal/media/dispatcher/12553/preview,https://searchcollection.asianart.org/objects/5476/water-vessel-with-animal-head-spout-yi?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3187,B60B957,,approx. 600-480 BCE,,"H. 9 3/4 in x W. 12 1/4 in, H. 24.8 cm x W. 31.1 cm",The Avery Brundage Collection,,China,,Bronze with gold and copper inlay,Chinese Art,Metal Arts,Not on view,,Spring and Autumn period (770-476 BCE),,,
Ritual food vessel (fangding),https://searchcollection.asianart.org/internal/media/dispatcher/12561/preview,https://searchcollection.asianart.org/objects/5478/ritual-food-vessel-fangding?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3188,B60B965,,approx. 1050-950 BCE,,"H. 8 1/2 in x W. 6 3/4 in x D. 5 1/2 in, H. 21.6 cm x W. 17.1 cm x D. 14.0 cm",The Avery Brundage Collection,,China,Western Zhou period (approx. 1050-771 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,Back wall. The first two characters of the inscription cast inside the vessel represent a man straddling a frog and is generally read (Sons and Grandsons) but probably stands here for a clan name.  The third and fourth seem to refer to a female ancestor (fig.  36).,
Ritual wine vessel with lid (fanghu),https://searchcollection.asianart.org/internal/media/dispatcher/12562/preview,https://searchcollection.asianart.org/objects/5479/ritual-wine-vessel-with-lid-fanghu?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3189,B60B966.a-.b,,,,H. 19 1/2 in x W. 9 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Incense burner,https://searchcollection.asianart.org/internal/media/dispatcher/12563/preview,https://searchcollection.asianart.org/objects/5480/incense-burner?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3190,B60B967,,approx. 700-800,,"H. 5 1/4 in x Diam. 10 1/2 in, H. 13.3 cm x Diam. 26.7 cm",The Avery Brundage Collection,,China,Tang dynasty (618-907),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Ritual wine vessel with lid (hu),https://searchcollection.asianart.org/internal/media/dispatcher/12588/preview,https://searchcollection.asianart.org/objects/5481/ritual-wine-vessel-with-lid-hu?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=3191,B60B974.a-.b,,prob. 500-400 BCE,,"H. 18 1/4 in x W. 9 1/2 in, H. 46.4 cm x W. 24.13 cm",The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Spring and Autumn period (770-476 BCE) or Warring States Period (approx. 475-221 BCE),,,
Ritual vessel (pou),https://searchcollection.asianart.org/internal/media/dispatcher/12621/preview,https://searchcollection.asianart.org/objects/5483/ritual-vessel-pou?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3192,B60B983.a-.b,,,,,The Avery Brundage Collection,,China,Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Ritual wine vessel with lid (jia),https://searchcollection.asianart.org/internal/media/dispatcher/12748/preview,https://searchcollection.asianart.org/objects/5484/ritual-wine-vessel-with-lid-jia?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3193,B60B1019.a-.b,,approx. 1200-1050 BCE,,"H. 11 in x Diam. 5 7/8 in, H. 27.9 cm x Diam. 14.9 cm",The Avery Brundage Collection,,"Anyang, China; Anyang",Shang dynasty (approx. 1600-1050 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,Inscribed on bottom,
Ritual food vessel (you),https://searchcollection.asianart.org/internal/media/dispatcher/59659/preview,https://searchcollection.asianart.org/objects/5485/ritual-food-vessel-you?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3194,B60B1021,,approx. 1300-1050 BCE,,"H. 11 1/4 in x W. 9 1/2 in x D. 10 in, H. 28.6 cm x W. 24 cm x D. 25.4 cm",The Avery Brundage Collection,,China,Shang dynasty (approx. 1600-1050 BCE),Bronze,Chinese Art,Metal Arts,On view,,,,,
Ritual wine vessel with lid (you),https://searchcollection.asianart.org/internal/media/dispatcher/12768/preview,https://searchcollection.asianart.org/objects/5486/ritual-wine-vessel-with-lid-you?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3195,B60B1028.a-.b,,approx. 1050-950 BCE,,H. 12 in x W. 7 1/2 in,The Avery Brundage Collection,,China,Western Zhou period (approx. 1050-771 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,One character (fig. 48) in lid and bottom of vessel,
Ritual vessel (bian hu) with lid and handle,https://searchcollection.asianart.org/internal/media/dispatcher/12783/preview,https://searchcollection.asianart.org/objects/5487/ritual-vessel-bian-hu-with-lid-and-handle?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3196,B60B1033,,,,H. 14 in x W. 6 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Ritual vessel wiwth lid (lei),https://searchcollection.asianart.org/internal/media/dispatcher/12847/preview,https://searchcollection.asianart.org/objects/5493/ritual-vessel-wiwth-lid-lei?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3197,B60B1053.a-.b,,approx. 1050-950 BCE,,H. 18 in x W. 11 in,The Avery Brundage Collection,,China,Western Zhou period (approx. 1050-771 BCE),Bronze; Green patina,Chinese Art,Metal Arts,Not on view,,,,,
Cup,https://searchcollection.asianart.org/internal/media/dispatcher/12872/preview,https://searchcollection.asianart.org/objects/5494/cup?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3198,B60B1068,,,,H. 3 in x W. 3 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
"Finial, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12901/preview,https://searchcollection.asianart.org/objects/5498/finial-one-of-a-pair?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3199,B60B1084.1,,,,H. 3 1/2 in x W. 1 1/2 in,The Avery Brundage Collection,,China,Shang dynasty (approx. 1600-1050 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
"Finial, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12902/preview,https://searchcollection.asianart.org/objects/5499/finial-one-of-a-pair?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3200,B60B1084.2,,,,H. 3 1/2 in x W. 1 1/2 in,The Avery Brundage Collection,,China,Shang dynasty (approx. 1600-1050 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Footed incense burner,https://searchcollection.asianart.org/internal/media/dispatcher/19802/preview,https://searchcollection.asianart.org/objects/5501/footed-incense-burner?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=3201,B61B6+.a-.b,,,,"H. 11 1/2 in x W. 13 1/2 in, H. 29.2 cm x W. 34.3 cm",The Avery Brundage Collection,,China,Qing dynasty (1644-1911),Bronze with gold splashes,Chinese Art,Metal Arts,Not on view,,,,,
